caseid,age,sex,fulltime_emp,phys_challenge,sleep,homework,socializing
20160301161547,18,Female,No answer,No difficulty,720,0,485
20160301161584,42,Male,Full time,No difficulty,530,0,115
20160301161588,44,Female,Full time,No difficulty,500,0,255
20160301161606,28,Female,Full time,No difficulty,535,0,110
20160301161624,32,Female,Part time,No difficulty,780,0,250
20160301161625,72,Female,No answer,No difficulty,420,0,240
20160301161633,26,Male,Full time,No difficulty,669,0,330
20160301161645,46,Male,Full time,No difficulty,540,0,240
20160301161647,55,Female,Full time,No difficulty,587,0,115
20160301161669,71,Male,Part time,No difficulty,450,0,0
20160301161683,63,Female,Full time,No difficulty,591,0,112
20160301161705,55,Female,Full time,No difficulty,625,0,450
20160301161732,57,Male,Full time,No difficulty,635,0,240
20160301161742,47,Female,Part time,No difficulty,420,0,96
20160301161773,49,Male,Full time,No difficulty,690,0,443
20160301161774,24,Male,Full time,No difficulty,575,0,295
20160301161782,62,Male,Full time,No difficulty,540,0,0
20160301161818,28,Female,Full time,No difficulty,690,0,0
20160301161841,63,Female,No answer,Has difficulty,430,0,308
20160301161847,16,Female,No answer,No difficulty,540,0,650
20160301161865,55,Male,Full time,No difficulty,520,0,255
20160301161872,54,Female,Full time,No difficulty,390,0,240
20160301161876,24,Female,Part time,No difficulty,660,0,315
20160301161880,37,Female,Part time,No difficulty,510,0,374
20160301161887,39,Male,Full time,No difficulty,450,0,75
20160301161908,55,Male,Full time,No difficulty,450,0,0
20160301161953,61,Female,Full time,No difficulty,270,0,420
20160301161956,37,Male,No answer,No difficulty,370,0,330
20160301161961,41,Female,Full time,No difficulty,460,0,150
20160301161975,66,Female,No answer,No difficulty,615,0,200
20160301162046,18,Male,No answer,No difficulty,510,0,440
20160301162049,35,Female,Full time,No difficulty,540,0,305
20160301162095,80,Female,No answer,Has difficulty,840,0,515
20160301162100,25,Male,Full time,No difficulty,270,0,0
20160301162137,41,Male,Full time,No difficulty,510,0,310
20160301162182,36,Female,Full time,No difficulty,375,0,40
20160301162201,24,Female,Full time,No difficulty,360,0,0
20160301162212,22,Female,Full time,No difficulty,567,0,175
20160301162223,48,Female,Part time,No difficulty,605,0,120
20160301162234,60,Female,No answer,No difficulty,450,0,383
20160301162249,52,Female,Full time,No difficulty,515,0,80
20160301162264,17,Male,No answer,No difficulty,665,180,90
20160301162285,27,Male,Part time,No difficulty,540,0,350
20160301162298,51,Female,No answer,No difficulty,610,0,260
20160301162306,55,Male,No answer,No difficulty,750,0,372
20160301162310,43,Male,Full time,No difficulty,475,0,60
20160301162317,41,Female,Full time,No difficulty,510,0,190
20160301162319,53,Male,Full time,No difficulty,445,0,60
20160301162368,60,Female,No answer,No difficulty,690,0,600
20160301162381,33,Female,Full time,No difficulty,244,0,105
20160301162386,27,Male,Full time,No difficulty,480,0,120
20160301162416,41,Female,Full time,No difficulty,451,0,10
20160301162470,44,Male,Full time,No difficulty,465,0,300
20160301162488,35,Female,Full time,No difficulty,414,0,190
20160301162508,75,Female,Part time,No difficulty,450,0,675
20160302160004,36,Female,Full time,No difficulty,420,0,0
20160302160009,42,Female,No answer,No difficulty,720,0,195
20160302160017,42,Female,Full time,No difficulty,570,0,120
20160302160029,15,Female,No answer,No difficulty,650,0,525
20160302160035,22,Male,Part time,No difficulty,685,0,492
20160302160036,77,Female,No answer,No difficulty,840,0,409
20160302160040,74,Male,Part time,No difficulty,525,0,460
20160302160045,27,Male,Full time,No difficulty,405,0,30
20160302160062,41,Male,No answer,Has difficulty,540,0,220
20160302160067,75,Female,Part time,Has difficulty,600,0,707
20160302160077,16,Female,No answer,No difficulty,540,20,275
20160302160094,54,Male,Full time,No difficulty,465,0,145
20160302160098,70,Male,No answer,No difficulty,590,0,470
20160302160102,29,Female,No answer,No difficulty,710,0,205
20160302160105,59,Male,No answer,No difficulty,700,0,450
20160302160106,62,Female,Part time,No difficulty,735,0,215
20160302160110,16,Female,No answer,No difficulty,450,20,180
20160302160116,66,Male,No answer,No difficulty,765,0,200
20160302160117,85,Female,No answer,Has difficulty,630,0,385
20160302160125,31,Female,Full time,No difficulty,450,0,335
20160302160128,58,Female,Full time,No difficulty,450,0,255
20160302160138,65,Male,No answer,No difficulty,510,0,590
20160302160143,69,Female,No answer,No difficulty,545,0,440
20160302160147,22,Male,Full time,No difficulty,780,0,215
20160302160148,85,Female,No answer,Has difficulty,455,0,675
20160302160150,55,Female,No answer,Has difficulty,600,0,640
20160302160155,54,Male,Full time,Has difficulty,450,0,249
20160302160162,19,Female,No answer,No difficulty,810,0,150
20160302160163,26,Male,Full time,No difficulty,420,0,150
20160302160167,46,Female,No answer,Has difficulty,690,0,575
20160302160168,29,Female,No answer,No difficulty,600,0,524
20160302160171,65,Female,No answer,Has difficulty,635,0,400
20160302160178,35,Female,Part time,No difficulty,650,0,315
20160302160179,51,Male,Full time,No difficulty,465,0,210
20160302160180,46,Male,Full time,No difficulty,630,0,200
20160302160502,60,Female,Full time,No difficulty,390,0,105
20160302160510,57,Female,Part time,No difficulty,510,0,150
20160302160511,27,Female,Full time,No difficulty,480,0,90
20160302160515,76,Female,No answer,No difficulty,690,0,220
20160302160518,35,Male,Full time,No difficulty,495,0,575
20160302160521,63,Male,Full time,No difficulty,465,0,238
20160302160522,51,Female,Full time,No difficulty,570,0,395
20160302160524,71,Male,Full time,No difficulty,480,0,215
20160302160525,31,Female,No answer,No difficulty,470,0,90
20160302160526,62,Male,No answer,Has difficulty,690,0,640
20160302160530,68,Female,No answer,Has difficulty,395,0,424
20160302160534,25,Male,No answer,No difficulty,720,0,480
20160302160535,49,Male,No answer,Has difficulty,403,0,409
20160302160542,35,Male,No answer,No difficulty,791,0,480
20160302160545,59,Female,Full time,No difficulty,441,0,125
20160302160547,21,Female,Part time,No difficulty,693,0,340
20160302160548,36,Male,Full time,No difficulty,470,0,120
20160302160557,34,Male,Full time,No difficulty,450,0,90
20160302160560,34,Female,Part time,No difficulty,500,0,558
20160302160562,68,Female,Part time,No difficulty,500,0,255
20160302160564,64,Male,Full time,No difficulty,450,0,350
20160302160574,42,Female,Full time,No difficulty,390,0,120
20160302160576,19,Male,Full time,No difficulty,694,0,30
20160302160577,16,Male,Part time,No difficulty,578,0,380
20160302160580,41,Male,No answer,No difficulty,390,0,810
20160302160582,33,Male,Full time,No difficulty,570,0,360
20160302160584,49,Male,Full time,No difficulty,360,0,0
20160302160586,36,Male,Full time,No difficulty,510,0,95
20160302160588,71,Male,No answer,No difficulty,690,0,240
20160302160589,41,Female,Full time,No difficulty,600,0,40
20160302160590,85,Male,No answer,Has difficulty,420,0,910
20160302160594,61,Male,Full time,No difficulty,420,0,160
20160302160595,63,Female,Full time,No difficulty,330,0,400
20160302160604,49,Male,Full time,No difficulty,360,0,240
20160302160614,40,Female,Full time,No difficulty,568,0,110
20160302160620,60,Male,Full time,No difficulty,300,0,345
20160302160621,57,Female,No answer,No difficulty,395,0,150
20160302160623,43,Male,Full time,No difficulty,492,0,90
20160302160636,63,Male,No answer,No difficulty,510,60,330
20160302160637,36,Female,Full time,No difficulty,425,0,40
20160302160643,69,Female,No answer,No difficulty,390,0,225
20160302160644,52,Female,No answer,No difficulty,460,0,139
20160302160647,55,Male,Part time,No difficulty,420,0,330
20160302160648,48,Female,No answer,No difficulty,450,0,230
20160302160650,76,Male,No answer,No difficulty,660,0,600
20160302160651,46,Female,Part time,No difficulty,465,0,280
20160302160655,39,Female,Part time,No difficulty,753,0,305
20160302160656,35,Male,Full time,No difficulty,435,0,195
20160302160657,59,Female,Part time,No difficulty,660,0,225
20160302160659,71,Female,No answer,No difficulty,565,0,125
20160302160662,26,Male,Full time,No difficulty,470,0,193
20160302160667,50,Female,No answer,Has difficulty,450,0,630
20160302160669,26,Female,Full time,No difficulty,435,0,0
20160302160673,72,Female,No answer,No difficulty,510,0,524
20160302160674,55,Female,No answer,No difficulty,570,0,515
20160302160675,64,Female,No answer,No difficulty,780,0,405
20160302160677,45,Male,Full time,No difficulty,480,0,105
20160302160679,32,Female,Full time,No difficulty,450,0,68
20160302160688,69,Female,Full time,No difficulty,480,0,260
20160302160690,40,Male,Full time,No difficulty,540,0,120
20160302160694,19,Female,Part time,No difficulty,480,0,455
20160302160696,80,Female,No answer,Has difficulty,525,0,707
20160302160697,73,Female,No answer,Has difficulty,520,0,585
20160302160699,44,Male,Full time,No difficulty,420,0,35
20160302160701,32,Female,Full time,No difficulty,348,0,335
20160302160706,64,Female,Part time,No difficulty,885,0,310
20160302160709,17,Female,No answer,No difficulty,418,65,120
20160302160710,63,Male,Part time,No difficulty,540,0,510
20160302160713,46,Male,Full time,No difficulty,550,0,450
20160302160714,68,Female,Part time,No difficulty,540,0,240
20160302160715,71,Female,No answer,No difficulty,450,0,370
20160302160719,38,Female,No answer,No difficulty,440,0,60
20160302160722,43,Male,Full time,No difficulty,510,0,125
20160302160724,18,Female,No answer,No difficulty,460,299,121
20160302160725,58,Male,Full time,No difficulty,420,0,265
20160302160730,26,Female,Full time,No difficulty,470,0,90
20160302160733,69,Male,No answer,No difficulty,575,0,315
20160302160735,76,Female,No answer,Has difficulty,585,0,345
20160302160736,28,Male,Full time,No difficulty,765,0,300
20160302160737,21,Female,Part time,No difficulty,640,0,205
20160302160741,35,Male,Part time,No difficulty,330,0,90
20160302160746,40,Male,Full time,No difficulty,510,0,282
20160302160747,57,Female,Full time,No difficulty,418,0,455
20160302160749,33,Female,Full time,Has difficulty,730,0,0
20160302160750,16,Female,No answer,No difficulty,355,265,11
20160302160752,36,Female,Full time,No difficulty,600,0,360
20160302160753,41,Female,No answer,Has difficulty,390,0,624
20160302160757,69,Female,Full time,No difficulty,515,0,275
20160302160763,59,Female,Part time,No difficulty,570,0,155
20160302160765,62,Female,No answer,No difficulty,480,0,458
20160302160767,33,Female,Part time,No difficulty,525,0,90
20160302160773,44,Female,Full time,No difficulty,375,0,515
20160302160774,37,Male,Full time,No difficulty,270,0,365
20160302160775,33,Female,Part time,No difficulty,525,0,180
20160302160780,85,Female,No answer,No difficulty,450,0,805
20160302160788,48,Male,Full time,No difficulty,450,0,30
20160302160789,65,Male,No answer,No difficulty,390,0,355
20160302160793,76,Female,No answer,No difficulty,615,0,240
20160302160794,80,Female,No answer,No difficulty,540,0,260
20160302160795,64,Female,No answer,No difficulty,610,0,230
20160302160796,65,Female,No answer,No difficulty,735,0,265
20160302160800,58,Female,Full time,No difficulty,390,0,475
20160302160802,46,Male,Full time,No difficulty,430,0,175
20160302160810,65,Female,No answer,No difficulty,495,0,349
20160302160811,79,Female,No answer,No difficulty,555,0,225
20160302160817,57,Female,Full time,No difficulty,230,0,0
20160302160818,63,Male,Full time,Has difficulty,570,0,300
20160302160827,72,Female,Part time,No difficulty,645,0,245
20160302160830,21,Male,Part time,No difficulty,598,0,334
20160302160832,43,Male,Full time,No difficulty,457,0,140
20160302160838,67,Female,No answer,No difficulty,580,0,420
20160302160839,46,Male,Full time,No difficulty,120,0,0
20160302160843,20,Male,Part time,Has difficulty,460,0,260
20160302160849,77,Male,No answer,No difficulty,760,0,610
20160302160850,45,Female,Full time,No difficulty,560,0,115
20160302160851,32,Male,Full time,No difficulty,515,0,115
20160302160858,80,Female,No answer,No difficulty,480,0,380
20160302160861,33,Male,Full time,No difficulty,380,0,90
20160302160869,44,Female,Full time,No difficulty,435,0,140
20160302160870,18,Female,Part time,No difficulty,540,150,116
20160302160874,74,Female,No answer,No difficulty,400,0,335
20160302160875,66,Female,No answer,No difficulty,450,0,60
20160302160881,49,Female,Part time,No difficulty,480,0,330
20160302160883,61,Female,No answer,No difficulty,480,0,615
20160302160884,66,Male,No answer,Has difficulty,570,0,305
20160302160888,41,Female,No answer,No difficulty,483,0,60
20160302160896,70,Female,No answer,Has difficulty,375,0,500
20160302160899,79,Male,No answer,No difficulty,435,0,698
20160302160902,53,Male,Full time,No difficulty,630,0,120
20160302160904,41,Male,Full time,No difficulty,480,0,70
20160302160907,66,Female,No answer,No difficulty,625,0,625
20160302160915,32,Male,Full time,No difficulty,600,0,355
20160302160917,80,Female,No answer,Has difficulty,613,0,372
20160302160921,18,Female,No answer,No difficulty,705,180,290
20160302160925,61,Male,Full time,No difficulty,660,0,745
20160302160926,20,Male,No answer,No difficulty,1100,0,270
20160302160927,32,Female,Part time,No difficulty,590,0,419
20160302160928,41,Female,Full time,No difficulty,580,0,30
20160302160929,26,Male,Full time,No difficulty,570,255,150
20160302160931,80,Female,No answer,No difficulty,690,0,258
20160302160933,76,Male,No answer,No difficulty,478,0,330
20160302160936,51,Male,No answer,No difficulty,810,0,595
20160302160938,64,Male,Part time,No difficulty,570,0,360
20160302160942,28,Female,No answer,No difficulty,563,0,510
20160302160949,60,Female,Full time,No difficulty,585,0,400
20160302160950,22,Female,Full time,No difficulty,1145,0,0
20160302160951,44,Male,Full time,No difficulty,415,0,120
20160302160957,51,Male,Full time,No difficulty,619,0,150
20160302160959,69,Male,No answer,No difficulty,480,0,490
20160302160961,65,Male,Full time,No difficulty,415,0,30
20160302160962,22,Male,Full time,No difficulty,510,0,290
20160302160968,53,Male,No answer,No difficulty,447,0,330
20160302160973,19,Female,Part time,No difficulty,420,250,0
20160302160976,51,Female,No answer,No difficulty,705,0,190
20160302160977,32,Female,Part time,No difficulty,415,0,168
20160302160978,25,Male,Full time,No difficulty,600,0,121
20160302160979,50,Male,Part time,No difficulty,430,0,65
20160302160987,57,Female,No answer,No difficulty,540,0,240
20160302160990,55,Male,Full time,No difficulty,420,0,250
20160302160994,31,Male,Full time,No difficulty,515,0,0
20160302160997,48,Male,Part time,No difficulty,810,0,353
20160302161000,16,Male,No answer,Has difficulty,630,60,120
20160302161007,39,Male,Full time,No difficulty,390,0,85
20160302161011,59,Male,Full time,No difficulty,712,0,505
20160302161012,40,Male,No answer,No difficulty,524,0,708
20160302161022,80,Female,No answer,No difficulty,730,0,385
20160302161025,44,Female,No answer,No difficulty,545,0,330
20160302161028,71,Male,No answer,Has difficulty,540,0,470
20160302161049,56,Male,Full time,No difficulty,570,0,250
20160302161050,67,Female,No answer,No difficulty,660,0,500
20160302161051,24,Male,Full time,No difficulty,870,0,480
20160302161052,51,Male,No answer,No difficulty,540,0,543
20160302161056,46,Male,Full time,Has difficulty,540,0,610
20160302161059,39,Female,Full time,No difficulty,570,0,570
20160302161061,67,Male,No answer,No difficulty,380,0,545
20160302161062,49,Male,Full time,No difficulty,388,0,301
20160302161063,80,Male,No answer,Has difficulty,420,0,372
20160302161065,30,Female,No answer,No difficulty,595,0,120
20160302161066,63,Male,No answer,Has difficulty,510,0,635
20160302161069,26,Female,No answer,No difficulty,570,0,415
20160302161080,56,Male,Part time,No difficulty,413,0,155
20160302161096,80,Female,No answer,No difficulty,415,0,477
20160302161100,29,Female,No answer,No difficulty,565,0,113
20160302161103,35,Female,No answer,No difficulty,840,0,230
20160302161108,42,Male,Full time,No difficulty,465,0,420
20160302161116,57,Female,Full time,No difficulty,660,0,340
20160302161118,63,Male,Full time,No difficulty,470,0,285
20160302161119,44,Female,Full time,No difficulty,720,0,400
20160302161123,16,Female,No answer,No difficulty,960,375,0
20160302161124,63,Male,Full time,No difficulty,450,0,105
20160302161138,46,Female,Full time,No difficulty,700,0,333
20160302161139,21,Female,Part time,No difficulty,420,145,25
20160302161140,53,Male,Full time,No difficulty,480,0,185
20160302161141,80,Female,No answer,No difficulty,465,0,305
20160302161144,58,Male,No answer,Has difficulty,360,0,815
20160302161146,43,Female,No answer,No difficulty,697,0,395
20160302161151,38,Female,Full time,No difficulty,436,0,177
20160302161154,33,Female,No answer,No difficulty,445,0,120
20160302161160,63,Female,No answer,No difficulty,420,0,410
20160302161166,61,Male,Full time,No difficulty,450,0,560
20160302161168,32,Male,Full time,No difficulty,450,0,180
20160302161169,46,Male,Full time,No difficulty,405,0,154
20160302161171,44,Male,Full time,No difficulty,489,0,30
20160302161172,39,Female,Full time,No difficulty,510,0,255
20160302161173,80,Female,Full time,No difficulty,593,0,150
20160302161177,55,Female,Part time,No difficulty,435,0,85
20160302161180,35,Female,Part time,No difficulty,630,0,50
20160302161187,61,Female,No answer,No difficulty,630,0,285
20160302161188,47,Male,Full time,No difficulty,480,0,53
20160302161193,63,Female,Full time,No difficulty,555,0,240
20160302161194,15,Male,No answer,No difficulty,480,0,165
20160302161195,49,Male,Full time,No difficulty,580,0,0
20160302161196,26,Male,Full time,No difficulty,525,0,125
20160302161207,73,Male,No answer,Has difficulty,645,0,240
20160302161208,52,Female,No answer,Has difficulty,600,0,320
20160302161215,58,Female,No answer,No difficulty,780,0,405
20160302161216,36,Female,Full time,No difficulty,360,0,270
20160302161219,68,Female,No answer,Has difficulty,687,0,660
20160302161222,34,Male,Full time,No difficulty,0,0,0
20160302161223,85,Female,No answer,Has difficulty,540,0,289
20160302161224,20,Male,No answer,No difficulty,570,0,595
20160302161225,62,Male,No answer,No difficulty,720,0,570
20160302161237,61,Female,Full time,No difficulty,500,0,5
20160302161240,45,Male,Part time,No difficulty,660,0,510
20160302161248,51,Female,Full time,No difficulty,408,0,15
20160302161249,75,Male,No answer,No difficulty,505,0,518
20160302161255,36,Male,Full time,No difficulty,515,0,60
20160302161258,80,Female,No answer,No difficulty,690,0,500
20160302161261,85,Female,No answer,Has difficulty,535,0,450
20160302161263,56,Male,Full time,No difficulty,485,0,75
20160302161269,45,Female,Part time,No difficulty,300,0,0
20160302161270,41,Female,Full time,No difficulty,515,0,515
20160302161273,37,Female,Full time,No difficulty,570,0,105
20160302161277,67,Female,No answer,No difficulty,524,0,603
20160302161279,38,Male,Full time,No difficulty,330,30,90
20160302161284,30,Male,Full time,No difficulty,330,0,339
20160302161286,53,Female,No answer,Has difficulty,570,0,285
20160302161293,30,Female,Full time,No difficulty,845,0,30
20160302161298,52,Male,Full time,No difficulty,430,0,273
20160302161304,49,Male,No answer,Has difficulty,730,0,420
20160302161306,73,Female,No answer,No difficulty,510,0,180
20160302161311,35,Female,Part time,No difficulty,285,0,591
20160302161313,34,Female,No answer,No difficulty,464,0,60
20160302161315,33,Female,No answer,No difficulty,480,0,110
20160302161316,52,Female,No answer,No difficulty,765,0,90
20160302161318,28,Male,Full time,No difficulty,355,0,15
20160302161336,76,Female,No answer,No difficulty,255,0,585
20160302161337,16,Female,Part time,No difficulty,830,190,210
20160302161338,32,Female,Full time,No difficulty,660,0,711
20160302161339,16,Male,No answer,No difficulty,595,80,170
20160302161342,66,Male,Full time,No difficulty,320,0,75
20160302161345,49,Female,Part time,No difficulty,720,0,130
20160302161346,49,Female,Full time,No difficulty,390,0,180
20160302161349,39,Female,Full time,No difficulty,480,0,184
20160302161352,29,Female,Full time,No difficulty,465,0,170
20160302161357,39,Female,Full time,No difficulty,500,0,0
20160302161359,24,Male,Part time,No difficulty,850,0,340
20160302161360,19,Female,Part time,No difficulty,660,70,165
20160302161363,40,Female,Full time,No difficulty,600,0,319
20160302161367,58,Female,Full time,No difficulty,465,0,130
20160302161370,59,Male,Full time,No difficulty,450,0,72
20160302161374,39,Male,Full time,No difficulty,510,0,160
20160302161382,56,Female,Full time,No difficulty,585,0,510
20160302161384,38,Female,Part time,No difficulty,570,0,60
20160302161385,58,Female,Full time,No difficulty,330,0,238
20160302161388,53,Male,No answer,Has difficulty,628,0,85
20160302161390,70,Male,No answer,Has difficulty,520,0,279
20160302161393,47,Male,Full time,No difficulty,600,0,423
20160302161396,29,Female,Full time,No difficulty,480,0,10
20160302161400,26,Male,No answer,No difficulty,448,0,440
20160302161403,61,Male,Full time,No difficulty,555,0,15
20160302161406,40,Male,Full time,No difficulty,420,0,90
20160302161407,73,Female,No answer,No difficulty,427,0,400
20160302161414,44,Male,Full time,No difficulty,450,0,195
20160302161420,28,Female,Full time,No difficulty,590,0,180
20160302161424,26,Female,Full time,No difficulty,570,0,240
20160302161425,40,Female,No answer,No difficulty,645,0,140
20160302161428,85,Female,No answer,No difficulty,705,0,505
20160302161430,60,Female,No answer,Has difficulty,345,0,225
20160302161433,54,Female,Full time,No difficulty,450,0,120
20160302161434,52,Male,Full time,No difficulty,450,0,155
20160302161438,59,Male,Full time,No difficulty,390,0,185
20160302161443,21,Female,No answer,No difficulty,802,0,0
20160302161444,58,Female,Full time,No difficulty,180,0,945
20160302161449,39,Male,Full time,No difficulty,305,0,0
20160302161451,45,Female,Full time,No difficulty,649,0,175
20160302161453,56,Male,Full time,No difficulty,360,0,0
20160302161457,44,Male,Full time,No difficulty,420,0,250
20160302161458,78,Male,No answer,No difficulty,465,0,285
20160302161460,75,Male,No answer,No difficulty,580,0,180
20160302161463,47,Female,Full time,No difficulty,380,0,60
20160302161464,67,Female,No answer,No difficulty,540,0,422
20160302161468,54,Male,Full time,No difficulty,480,0,80
20160302161469,37,Male,Full time,No difficulty,540,120,445
20160302161476,52,Female,Part time,No difficulty,540,0,130
20160302161478,38,Female,Full time,No difficulty,460,0,413
20160302161484,71,Female,No answer,No difficulty,390,0,275
20160302161485,45,Female,Full time,No difficulty,360,0,420
20160302161486,38,Female,Full time,No difficulty,455,0,267
20160302161487,54,Female,Full time,No difficulty,703,0,360
20160302161493,79,Female,No answer,No difficulty,570,0,719
20160302161494,44,Female,Part time,No difficulty,165,0,18
20160302161501,32,Male,Full time,No difficulty,570,0,660
20160302161502,61,Female,Full time,No difficulty,450,0,560
20160302161506,49,Male,Full time,No difficulty,360,0,145
20160302161511,55,Female,Full time,No difficulty,460,0,160
20160302161517,73,Male,No answer,No difficulty,360,0,870
20160302161520,24,Male,Full time,No difficulty,555,0,60
20160302161524,44,Female,Part time,No difficulty,510,0,240
20160302161526,65,Female,No answer,No difficulty,500,0,285
20160302161530,32,Male,Full time,No difficulty,510,0,310
20160302161531,51,Male,No answer,Has difficulty,689,0,720
20160302161534,56,Female,Full time,No difficulty,645,0,380
20160302161535,38,Male,Full time,No difficulty,375,0,363
20160302161542,73,Male,No answer,No difficulty,525,0,795
20160302161543,30,Male,Full time,No difficulty,475,0,150
20160302161544,32,Male,Full time,No difficulty,900,0,360
20160302161545,55,Female,Full time,No difficulty,540,0,415
20160302161549,51,Female,Full time,No difficulty,375,0,176
20160302161551,22,Male,Full time,No difficulty,445,0,645
20160302161552,47,Female,No answer,No difficulty,530,0,180
20160302161555,36,Female,No answer,No difficulty,540,0,0
20160302161556,47,Male,Full time,No difficulty,490,0,390
20160302161564,60,Female,Full time,No difficulty,650,0,295
20160302161568,85,Female,No answer,Has difficulty,630,0,412
20160302161571,33,Male,Full time,No difficulty,485,0,180
20160302161576,18,Female,No answer,No difficulty,590,0,263
20160302161577,53,Female,Full time,No difficulty,600,0,505
20160302161578,45,Male,Full time,No difficulty,670,0,360
20160302161580,69,Male,No answer,No difficulty,520,0,60
20160302161584,38,Male,Part time,No difficulty,645,0,220
20160302161586,51,Male,Full time,No difficulty,607,0,365
20160302161592,43,Female,Part time,No difficulty,375,0,259
20160302161593,24,Female,Full time,No difficulty,500,0,45
20160302161594,36,Female,Full time,No difficulty,230,0,517
20160302161598,15,Male,No answer,No difficulty,625,60,227
20160302161606,48,Male,No answer,Has difficulty,442,0,448
20160302161608,40,Male,No answer,No difficulty,625,0,200
20160302161611,47,Female,Full time,No difficulty,335,0,420
20160302161613,59,Male,No answer,No difficulty,85,0,1227
20160302161615,35,Female,Full time,No difficulty,480,0,30
20160302161616,49,Female,Full time,No difficulty,560,0,185
20160302161624,60,Male,Full time,No difficulty,540,0,325
20160302161628,62,Female,No answer,No difficulty,630,0,390
20160302161632,57,Male,Full time,No difficulty,540,0,114
20160302161636,48,Female,Full time,No difficulty,476,0,180
20160302161637,25,Female,Full time,No difficulty,457,0,63
20160302161640,47,Male,Full time,No difficulty,575,0,150
20160302161643,66,Female,No answer,Has difficulty,660,0,495
20160302161652,71,Female,No answer,No difficulty,440,0,210
20160302161657,31,Female,Full time,No difficulty,670,0,0
20160302161660,69,Female,No answer,No difficulty,668,0,120
20160302161661,36,Male,Full time,No difficulty,420,0,100
20160302161662,78,Female,No answer,No difficulty,510,0,300
20160302161674,43,Male,Full time,No difficulty,565,0,425
20160302161675,40,Female,No answer,No difficulty,610,0,105
20160302161682,62,Male,No answer,No difficulty,360,0,1020
20160302161690,18,Female,Part time,No difficulty,600,30,125
20160302161696,68,Male,No answer,No difficulty,430,0,663
20160302161707,18,Male,No answer,No difficulty,870,0,535
20160302161708,44,Male,Full time,No difficulty,585,0,335
20160302161712,75,Female,No answer,No difficulty,680,0,155
20160302161713,41,Female,Full time,No difficulty,630,0,225
20160302161714,62,Female,No answer,Has difficulty,569,0,250
20160302161717,73,Female,Part time,No difficulty,525,0,435
20160302161719,20,Male,No answer,Has difficulty,300,60,110
20160302161723,66,Female,No answer,No difficulty,600,0,765
20160302161724,36,Female,No answer,No difficulty,165,0,40
20160302161745,56,Female,No answer,No difficulty,469,0,473
20160302161746,85,Female,No answer,Has difficulty,570,0,470
20160302161747,45,Female,Full time,No difficulty,515,0,105
20160302161754,61,Male,Part time,No difficulty,780,0,120
20160302161758,39,Male,Full time,No difficulty,540,0,105
20160302161761,33,Female,Full time,No difficulty,693,0,90
20160302161763,18,Female,No answer,No difficulty,420,68,71
20160302161772,43,Female,Full time,No difficulty,630,0,305
20160302161774,85,Male,No answer,Has difficulty,615,0,450
20160302161778,45,Female,Full time,No difficulty,475,0,375
20160302161779,31,Female,No answer,No difficulty,445,0,225
20160302161780,38,Male,Full time,No difficulty,0,0,60
20160302161787,67,Female,No answer,No difficulty,885,0,254
20160302161792,59,Male,No answer,Has difficulty,525,0,685
20160302161794,33,Female,Full time,No difficulty,638,0,60
20160302161796,39,Male,Full time,No difficulty,630,270,275
20160302161797,28,Female,Full time,No difficulty,630,0,105
20160302161799,56,Female,Full time,No difficulty,420,0,0
20160302161800,73,Male,No answer,No difficulty,510,0,315
20160302161802,79,Female,No answer,Has difficulty,500,0,595
20160302161806,27,Female,Full time,No difficulty,520,0,210
20160302161810,31,Female,Full time,No difficulty,535,0,145
20160302161811,25,Male,Full time,No difficulty,450,0,185
20160302161813,34,Female,Full time,No difficulty,545,0,90
20160302161822,58,Female,Full time,Has difficulty,505,0,10
20160302161823,37,Male,Full time,No difficulty,500,0,80
20160302161826,32,Male,Full time,Has difficulty,540,0,275
20160302161831,42,Male,Part time,No difficulty,654,0,445
20160302161832,38,Female,No answer,No difficulty,682,0,485
20160302161833,53,Female,Full time,No difficulty,630,0,340
20160302161835,33,Female,No answer,Has difficulty,540,0,576
20160302161842,55,Female,Full time,No difficulty,390,0,340
20160302161846,35,Male,Full time,No difficulty,660,0,180
20160302161850,70,Male,No answer,No difficulty,525,0,570
20160302161859,46,Male,Full time,No difficulty,445,0,60
20160302161860,21,Male,No answer,No difficulty,576,225,345
20160302161867,40,Female,No answer,No difficulty,510,0,270
20160302161869,23,Female,Full time,No difficulty,555,0,15
20160302161870,56,Female,Full time,No difficulty,360,0,225
20160302161874,45,Male,Full time,No difficulty,460,0,30
20160302161876,34,Male,Full time,No difficulty,480,0,105
20160302161877,40,Female,Part time,No difficulty,540,0,180
20160302161879,27,Female,Full time,No difficulty,535,0,75
20160302161881,35,Female,Full time,No difficulty,420,0,160
20160302161882,63,Female,No answer,No difficulty,600,0,465
20160302161884,33,Male,Full time,No difficulty,480,0,510
20160302161889,85,Female,No answer,No difficulty,600,0,170
20160302161891,36,Female,Full time,No difficulty,480,0,30
20160302161895,48,Male,Full time,No difficulty,360,0,60
20160302161898,31,Female,Full time,Has difficulty,450,0,180
20160302161900,62,Female,No answer,No difficulty,585,0,495
20160302161904,50,Female,Full time,No difficulty,465,0,260
20160302161905,75,Female,No answer,No difficulty,565,0,544
20160302161909,53,Male,Part time,No difficulty,510,0,540
20160302161911,19,Male,Part time,No difficulty,375,210,420
20160302161915,41,Male,Full time,No difficulty,480,0,120
20160302161916,27,Male,Full time,No difficulty,540,0,148
